AI_Model_000001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_000218 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: Natural Language Processing | Primary_Task: Representation Learning
AI_Model_000219 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: Natural Language Processing | Primary_Task: Synthetic Data Generation
AI_Model_000220 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: Natural Language Processing | Primary_Task: Sequence Modeling
AI_Model_000221 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000222 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: Natural Language Processing | Primary_Task: Text Classification
AI_Model_000223 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: Natural Language Processing | Primary_Task: Text Transformation
AI_Model_000224 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000225 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000226 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Conversational AI
AI_Model_000227 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Multimodal Generation
AI_Model_000228 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Speech-to-Text
AI_Model_000229 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Image-Text Understanding
AI_Model_000230 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Image Generation
AI_Model_000231 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Image Generation
AI_Model_000232 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Object Detection
AI_Model_000233 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: Natural Language Processing | Primary_Task: Image Classification
AI_Model_000234 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: Natural Language Processing | Primary_Task: Image Classification
AI_Model_000235 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Audio Generation
AI_Model_000236 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Speech Recognition
AI_Model_000237 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: Natural Language Processing | Primary_Task: Generative Modeling
AI_Model_000238 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: Natural Language Processing | Primary_Task: Representation Learning
AI_Model_000239 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: Natural Language Processing | Primary_Task: Synthetic Data Generation
AI_Model_000240 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: Natural Language Processing | Primary_Task: Sequence Modeling
AI_Model_000241 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000242 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: Natural Language Processing | Primary_Task: Text Classification
AI_Model_000243 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: Natural Language Processing | Primary_Task: Text Transformation
AI_Model_000244 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000245 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000246 | Base_Model: Claude | Type: Large Language Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Conversational AI
AI_Model_000247 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Multimodal Generation
AI_Model_000248 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Speech-to-Text
AI_Model_000249 | Base_Model: CLIP | Type: Vision-Language Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Image-Text Understanding
AI_Model_000250 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Image Generation
AI_Model_000251 | Base_Model: DALL-E | Type: Generative Image Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Image Generation
AI_Model_000252 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Object Detection
AI_Model_000253 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: Natural Language Processing | Primary_Task: Image Classification
AI_Model_000254 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: Natural Language Processing | Primary_Task: Image Classification
AI_Model_000255 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Audio Generation
AI_Model_000256 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Speech Recognition
AI_Model_000257 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XL | Domain: Natural Language Processing | Primary_Task: Generative Modeling
AI_Model_000258 | Base_Model: AutoEncoder | Type: Generative Model | Size: XL | Domain: Natural Language Processing | Primary_Task: Representation Learning
AI_Model_000259 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XL | Domain: Natural Language Processing | Primary_Task: Synthetic Data Generation
AI_Model_000260 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XL | Domain: Natural Language Processing | Primary_Task: Sequence Modeling
AI_Model_000261 | Base_Model: GPT | Type: Large Language Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000262 | Base_Model: BERT | Type: Transformer Encoder | Size: XXL | Domain: Natural Language Processing | Primary_Task: Text Classification
AI_Model_000263 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XXL | Domain: Natural Language Processing | Primary_Task: Text Transformation
AI_Model_000264 | Base_Model: Llama | Type: Large Language Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000265 | Base_Model: Mistral | Type: Large Language Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Text Generation
AI_Model_000266 | Base_Model: Claude | Type: Large Language Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Conversational AI
AI_Model_000267 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Multimodal Generation
AI_Model_000268 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Speech-to-Text
AI_Model_000269 | Base_Model: CLIP | Type: Vision-Language Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Image-Text Understanding
AI_Model_000270 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Image Generation
AI_Model_000271 | Base_Model: DALL-E | Type: Generative Image Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Image Generation
AI_Model_000272 | Base_Model: YOLO | Type: Computer Vision Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Object Detection
AI_Model_000273 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XXL | Domain: Natural Language Processing | Primary_Task: Image Classification
AI_Model_000274 | Base_Model: ViT | Type: Vision Transformer | Size: XXL | Domain: Natural Language Processing | Primary_Task: Image Classification
AI_Model_000275 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Audio Generation
AI_Model_000276 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Speech Recognition
AI_Model_000277 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XXL | Domain: Natural Language Processing | Primary_Task: Generative Modeling
AI_Model_000278 | Base_Model: AutoEncoder | Type: Generative Model | Size: XXL | Domain: Natural Language Processing | Primary_Task: Representation Learning
AI_Model_000279 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XXL | Domain: Natural Language Processing | Primary_Task: Synthetic Data Generation
AI_Model_000280 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XXL | Domain: Natural Language Processing | Primary_Task: Sequence Modeling
AI_Model_000281 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_000282 | Base_Model: BERT | Type: Transformer Encoder | Size: Tiny | Domain: Computer Vision | Primary_Task: Text Classification
AI_Model_000283 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Tiny | Domain: Computer Vision | Primary_Task: Text Transformation
AI_Model_000284 | Base_Model: Llama | Type: Large Language Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_000285 | Base_Model: Mistral | Type: Large Language Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_000286 | Base_Model: Claude | Type: Large Language Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Conversational AI
AI_Model_000287 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Multimodal Generation
AI_Model_000288 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Speech-to-Text
AI_Model_000289 | Base_Model: CLIP | Type: Vision-Language Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Image-Text Understanding
AI_Model_000290 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Image Generation
AI_Model_000291 | Base_Model: DALL-E | Type: Generative Image Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Image Generation
AI_Model_000292 | Base_Model: YOLO | Type: Computer Vision Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Object Detection
AI_Model_000293 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Tiny | Domain: Computer Vision | Primary_Task: Image Classification
AI_Model_000294 | Base_Model: ViT | Type: Vision Transformer | Size: Tiny | Domain: Computer Vision | Primary_Task: Image Classification
AI_Model_000295 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Audio Generation
AI_Model_000296 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Speech Recognition
AI_Model_000297 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Tiny | Domain: Computer Vision | Primary_Task: Generative Modeling
AI_Model_000298 | Base_Model: AutoEncoder | Type: Generative Model | Size: Tiny | Domain: Computer Vision | Primary_Task: Representation Learning
AI_Model_000299 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Tiny | Domain: Computer Vision | Primary_Task: Synthetic Data Generation
AI_Model_000300 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Tiny | Domain: Computer Vision | Primary_Task: Sequence Modeling
AI_Model_000301 | Base_Model: GPT | Type: Large Language Model | Size: Small | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_000302 | Base_Model: BERT | Type: Transformer Encoder | Size: Small | Domain: Computer Vision | Primary_Task: Text Classification
AI_Model_000303 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Small | Domain: Computer Vision | Primary_Task: Text Transformation
AI_Model_000304 | Base_Model: Llama | Type: Large Language Model | Size: Small | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_000305 | Base_Model: Mistral | Type: Large Language Model | Size: Small | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_000306 | Base_Model: Claude | Type: Large Language Model | Size: Small | Domain: Computer Vision | Primary_Task: Conversational AI
AI_Model_000307 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Small | Domain: Computer Vision | Primary_Task: Multimodal Generation
AI_Model_000308 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Small | Domain: Computer Vision | Primary_Task: Speech-to-Text
AI_Model_000309 | Base_Model: CLIP | Type: Vision-Language Model | Size: Small | Domain: Computer Vision | Primary_Task: Image-Text Understanding
AI_Model_000310 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Small | Domain: Computer Vision | Primary_Task: Image Generation
